RecordType,Survey,Country,Institute,Campaign,SurveyPeriod,Ship,Gear,GearDeployment,MeshSize,MeshType,CodendMesh,StationNumber,HaulID,ELHaulFlag,NationalHaulID,Day,Month,Year,Hour,Minute,StartLatitude,StartLongitude,HaulDurationMinutes,HaulDurationSeconds,Distance,WireAngle,WireLength,Netopening,NetopeningArea,FlowEfficiency,NetClogging,FlowmeterType,FlowmeterBrand,FlowIntRevs,FlowIntCalibr,FlowExtRevs,FlowExtCalibr,VolumeFiltInt,ELVolFlag,DepthUpper,DepthLower,DepthBottom,SurTemp,Temp20m,Temp50m,Temp100m,BotTemp,SurSal,Sal20m,BotSal,statrec,Notes,Day/night
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033404,2021NL5400157 ,  ,20215400157,21,4,2021,21,27,54.63867,4.66783,13,12,1219,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11415,8.25,12092,8.67,4346.821836,f ,0,42,48,7.06,  ,  ,  ,6.22,34.6,  ,34.61,38F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033405,2021NL5400158 ,  ,20215400158,21,4,2021,22,40,54.651,4.323,11,6,1062,  ,  ,2,3.141592654,1,  ,EMD ,Valeport ,8345,8.25,  ,8.67,3177.768569,f ,0,44,50,6.95,  ,  ,  ,6.17,34.55,  ,34.61,38F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033406,2021NL5400159 ,  ,20215400159,22,4,2021,0,23,54.33433,4.15733,12,24,1142,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10154,8.25,10944,8.67,3866.634159,f ,0,43,50,7.32,  ,  ,  ,6.37,34.58,  ,34.56,37F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033407,2021NL5400160 ,  ,20215400160,22,4,2021,1,42,54.24133,3.759,10,36,981,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8038,8.25,8764,8.67,3060.863243,f ,0,37,44,6.81,  ,  ,  ,6.36,34.43,  ,34.4,37F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033408,2021NL5400161 ,  ,20215400161,22,4,2021,3,6,54.158,3.32267,10,24,963,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7105,8.25,7891,8.67,2705.577674,f ,0,37,43,7.6,  ,  ,  ,7.16,34.27,  ,34.64,37F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033409,2021NL5400162 ,  ,20215400162,22,4,2021,4,30,53.87317,3.32367,11,54,1096,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9616,8.25,10436,8.67,3661.764238,f ,0,37,44,7.08,  ,  ,  ,6.75,34.44,  ,34.49,36F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033410,2021NL5400163 ,  ,20215400163,22,4,2021,6,4,53.7225,3.77283,13,30,1244,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10569,8.25,11437,8.67,4024.665789,f ,0,32,39,6.9,  ,  ,  ,6.58,34.47,  ,34.47,36F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033411,2021NL5400164 ,  ,20215400164,22,4,2021,7,19,53.60067,4.04017,14,42,1354,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11992,8.25,13123,8.67,4566.542922,f ,0,31,37,7.22,  ,  ,  ,6.66,34.5,  ,34.55,36F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033427,2021NL5400165 ,  ,20215400165,22,4,2021,8,47,53.32533,3.83383,13,48,1275,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10765,8.25,11847,8.67,4099.302415,f ,0,22,29,7.14,  ,  ,  ,7.13,34.28,  ,34.28,35F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033412,2021NL5400166 ,  ,20215400166,22,4,2021,10,32,53.2525,3.2405,14,12,1264,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10554,8.25,11670,8.67,4018.953803,f ,0,21,28,7.14,  ,  ,  ,7.06,34.17,  ,34.17,35F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033413,2021NL5400167 ,  ,20215400167,22,4,2021,11,45,53.15633,2.92533,15,36,1092,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,12195,8.25,13083,8.67,4643.845141,f ,0,30,36,7.43,  ,  ,  ,7.17,34.13,  ,34.13,35F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033414,2021NL5400168 ,  ,20215400168,22,4,2021,13,29,52.82567,2.9265,11,6,1083,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8743,8.25,9484,8.67,3329.326615,f ,0,32,36,7.46,  ,  ,  ,7.45,34.36,  ,34.51,34F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033415,2021NL5400169 ,  ,20215400169,22,4,2021,14,33,52.75033,3.23867,11,42,1115,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8803,8.25,9712,8.67,3352.174562,f ,0,24,29,8.07,  ,  ,  ,7.94,34.98,  ,34.98,34F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033416,2021NL5400170 ,  ,20215400170,22,4,2021,15,56,52.65017,3.61917,10,48,1171,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7673,8.25,8413,8.67,2921.871568,f ,0,24,29,8.34,  ,  ,  ,8.08,35.09,  ,35.1,34F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033417,2021NL5400271 ,  ,20215400271,22,4,2021,17,26,52.32433,3.6055,10,36,1143,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7332,8.25,8099,8.67,2792.019071,f ,0,23,28,8.07,  ,  ,  ,8.02,34.97,  ,34.97,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033418,2021NL5400272 ,  ,20215400272,22,4,2021,18,38,52.243,3.286,13,0,1280,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9553,8.25,10544,8.67,3637.773894,f ,0,27,30,7.96,  ,  ,  ,7.96,34.84,  ,34.85,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033419,2021NL5400273 ,  ,20215400273,22,4,2021,20,8,52.23783,2.80167,11,42,1010,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8796,8.25,9581,8.67,3349.508968,f ,0,38,41,8.1,  ,  ,  ,8.11,35,  ,35,33F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033420,2021NL5400274 ,  ,20215400274,22,4,2021,21,14,52.10967,2.53917,11,12,758,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8713,8.25,9459,8.67,3317.902642,f ,0,39,46,8.01,  ,  ,  ,8.03,34.87,  ,34.88,33F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033421,2021NL5400275 ,  ,20215400275,22,4,2021,22,48,51.8265,2.35967,11,42,672,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9323,8.25,10001,8.67,3550.190099,f ,0,40,46,8.1,  ,  ,  ,8.2,34.83,  ,34.87,32F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033422,2021NL5400276 ,  ,20215400276,23,4,2021,1,11,51.424,2.41883,10,54,853,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8181,8.25,8806,8.67,3115.317515,f ,0,21,26,8.49,  ,  ,  ,8.39,32.81,  ,34.01,31F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033423,2021NL5400277 ,  ,20215400277,23,4,2021,2,26,51.35933,2.6695,10,30,699,  ,  ,2,3.141592654,1,1,EMD ,Valeport ,7364,8.25,8353,8.67,2804.204643,f ,0,21,28,8.38,  ,  ,  ,8.2,31.79,  ,33.05,31F2 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033424,2021NL5400278 ,  ,20215400278,23,4,2021,4,49,51.6395,3.26883,12,30,670,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9759,8.25,10641,8.67,3716.21851,f ,0,26,33,8.1,  ,  ,  ,8.02,32.67,  ,32.86,32F3 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10033425,2021NL5400279 ,  ,20215400279,23,4,2021,6,25,51.82233,3.63367,11,0,628,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7903,8.25,8637,8.67,3009.455363,f ,0,20,25,7.86,  ,  ,  ,7.9,31.52,  ,31.62,32F3 , ,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,242,MIK221,,,20,4,2021,12,36,56.380,7.020,15,21,1409,,,,3.1416,,,,Hydrobios,4873,3.536909,,,1377.76,,,,37.34,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,243,MIK222,,,20,4,2021,13,43,56.380,7.130,7,54,745,,,,3.1416,,,,Hydrobios,2538,3.536909,,,717.58,,,,36.22,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,245,MIK223,,,20,4,2021,15,23,56.390,7.340,7,0,632,,,,3.1416,,,,Hydrobios,2147,3.536909,,,607.03,,,,31.92,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,247,MIK227,,,20,4,2021,17,36,56.380,8.010,6,32,659,,,,3.1416,,,,Hydrobios,2289,3.536909,,,647.18,,,,26.08,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,248,MIK230,,,20,4,2021,20,52,56.100,7.530,12,9,1222,,,,3.1416,,,,Hydrobios,4849,3.536909,,,1370.97,,,,24.35,,,,,,,,,,4 vials 1=49;2=60;3=75;4=80,n
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,250,MIK231,,,20,4,2021,22,31,56.100,7.330,8,52,800,,,,3.1416,,,,Hydrobios,2989,3.536909,,,845.09,,,,30.41,,,,,,,,,,,n
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,253,MIK234,,,21,4,2021,1,4,56.090,7.040,6,51,643,,,,3.1416,,,,Hydrobios,2050,3.536909,,,579.6,,,,33.57,,,,,,,,,,,n
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,254,MIK238,,,21,4,2021,5,58,55.190,7.000,11,26,1085,,,,3.1416,,,,Hydrobios,4116,3.536909,,,1163.73,,,,29.28,,,,,,,,,,,n
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,256,MIK239,,,21,4,2021,7,44,55.190,7.200,9,55,985,,,,3.1416,,,,Hydrobios,3417,3.536909,,,966.1,,,,26.49,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,258,MIK241,,,21,4,2021,9,29,55.190,7.390,6,31,672,,,,3.1416,,,,Hydrobios,2481,3.536909,,,701.46,,,,23.41,,,,,,,,,,,d
EH,MIK,NO,HI,2021455,April,58D4,,,1600,,500,261,MIK243,,,21,4,2021,12,18,55.190,8.130,5,15,476,,,,3.1416,,,,Hydrobios,1870,3.536909,,,528.71,,,,14.55,,,,,,,,,,2 vials 1=60;2=56,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057754,2022NL5400151 ,  ,20225400151,21,4,2022,6,42,52.334,3.61883,13,54,1435,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9567,7.73,10958,9,3888.178127,f ,0,24,30,9.33,  ,  ,  ,9.33,34.59,  ,34.59,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057755,2022NL5400152 ,  ,20225400152,21,4,2022,8,3,52.26267,3.25267,11,36,995,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8175,7.73,9196,9,3322.4476,f ,0,27,33,9.48,  ,  ,  ,9.46,34.59,  ,34.58,33F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057756,2022NL5400153 ,  ,20225400153,21,4,2022,9,32,52.228,2.8005,14,24,1618,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10329,7.73,11762,9,4197.866821,f ,0,37,42,9.58,  ,  ,  ,9.53,34.93,  ,34.9,33F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057757,2022NL5400154 ,  ,20225400154,21,4,2022,11,2,52.11767,2.35567,11,0,1630,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8285,7.73,9508,9,3367.153317,f ,0,44,52,9.58,  ,  ,  ,9.43,34.88,  ,34.88,33F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057753,2022NL5400155 ,  ,20225400155,21,4,2022,12,27,51.787,2.32,10,30,1578,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8186,7.73,9176,9,3326.918172,f ,0,41,45,9.7,  ,  ,  ,9.71,34.85,  ,34.84,32F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057759,2022NL5400156 ,  ,20225400156,21,4,2022,14,26,51.443,2.42683,13,30,1219,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10501,7.73,12108,9,4267.770305,f ,0,29,36,10.26,  ,  ,  ,10.18,34.54,  ,34.53,31F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057760,2022NL5400157 ,  ,20225400157,21,4,2022,15,32,51.36483,2.63883,11,12,1460,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8006,7.73,9152,9,3253.763362,f ,0,27,31,10.43,  ,  ,  ,10.37,33.4,  ,33.57,31F2 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057761,2022NL5400158 ,  ,20225400158,21,4,2022,17,35,51.635,3.2475,11,30,1467,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7231,7.73,8311,9,2938.791265,f ,0,23,31,9.91,  ,  ,  ,9.9,32.73,  ,32.73,32F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057762,2022NL5400159 ,  ,20225400159,21,4,2022,18,52,51.81117,3.57583,15,30,1643,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9714,7.73,11278,9,3947.921221,f ,0,22,28,9.76,  ,  ,  ,9.76,32.66,  ,32.68,32F3 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057763,2022NL5400162 ,  ,20225400162,25,4,2022,18,13,52.74517,4.24867,11,24,874,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8587,7.73,10255,9,3489.890831,f ,0,17,25,9.88,  ,  ,  ,9.88,34.01,  ,34.02,34F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057764,2022NL5400163 ,  ,20225400163,25,4,2022,20,11,53.084,4.39783,11,42,687,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8124,7.73,9367,9,3301.720404,f ,0,23,28,10.01,  ,  ,  ,9.32,32.58,  ,34.1,35F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057765,2022NL5400164 ,  ,20225400164,25,4,2022,21,42,53.31667,4.61833,10,42,777,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7873,7.73,9007,9,3199.710086,f ,0,20,26,9.59,  ,  ,  ,9.6,33.2,  ,33.21,35F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057766,2022NL5400165 ,  ,20225400165,25,4,2022,23,34,53.6715,4.862,10,54,791,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7453,7.73,8353,9,3029.01553,f ,0,26,33,9.06,  ,  ,  ,8.18,33.56,  ,33.97,36F4 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057767,2022NL5400166 ,  ,20225400166,26,4,2022,0,51,53.752,5.23567,11,12,1038,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7749,7.73,8767,9,3149.314551,f ,0,26,34,9.26,  ,  ,  ,8.64,32.94,  ,33.51,36F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057768,2022NL5400167 ,  ,20225400167,26,4,2022,2,19,53.75633,5.732,10,30,1182,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8024,7.73,9103,9,3261.078843,f ,0,26,30,8.92,  ,  ,  ,8.8,33.02,  ,33.15,36F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057769,2022NL5400168 ,  ,20225400168,26,4,2022,3,58,53.75017,6.25367,11,36,1366,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8746,7.73,9956,9,3554.510912,f ,0,20,27,8.74,  ,  ,  ,8.76,32.76,  ,32.77,36F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057770,2022NL5400169 ,  ,20225400169,26,4,2022,5,17,53.82,6.7085,10,54,1114,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,6954,7.73,7909,9,2826.214142,f ,0,18,23,8.7,  ,  ,  ,8.7,32.42,  ,32.42,36F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057771,2022NL5400170 ,  ,20225400170,26,4,2022,6,44,53.88617,7.22033,10,54,1200,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8454,7.73,9543,9,3435.837555,f ,0,18,26,8.37,  ,  ,  ,8.37,32.78,  ,32.79,36F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057772,2022NL5400171 ,  ,20225400171,26,4,2022,9,29,54.2495,7.62,16,0,1908,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,13449,7.73,15387,9,5465.883519,f ,0,34,42,8.71,  ,  ,  ,7.62,30.66,  ,33.75,37F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057773,2022NL5400172 ,  ,20225400172,26,4,2022,11,42,54.725,7.52767,14,54,1616,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11849,7.73,13607,9,4815.618546,f ,0,18,25,8.36,  ,  ,  ,8.09,31.24,  ,31.46,38F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057774,2022NL5400173 ,  ,20225400173,26,4,2022,14,6,55.22867,7.64567,14,0,1475,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11831,7.73,13716,9,4808.303065,f ,0,17,24,8.91,  ,  ,  ,8.05,31.56,  ,31.91,39F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057775,2022NL5400174 ,  ,20225400174,26,4,2022,14,17,55.6625,7.432,11,54,1156,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9117,7.73,10625,9,3705.291103,f ,0,12,19,8.6,  ,  ,  ,8.54,31.89,  ,31.9,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057776,2022NL5400175 ,  ,20225400175,26,4,2022,17,7,55.75433,7.26317,11,18,1107,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9117,7.73,10579,9,3705.291103,f ,0,21,28,8.25,  ,  ,  ,6.53,32.05,  ,32.86,40F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057777,2022NL5400176 ,  ,20225400176,26,4,2022,19,10,56.14483,7.6285,10,36,1080,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8503,7.73,9670,9,3455.751919,f ,0,23,31,8.55,  ,  ,  ,6.28,32.06,  ,33.87,41F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057778,2022NL5400177 ,  ,20225400177,26,4,2022,20,26,56.25133,7.2745,11,42,1056,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8897,7.73,10021,9,3615.879669,f ,0,25,32,8.9,  ,  ,  ,6.39,33.14,  ,33.98,41F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057779,2022NL5400178 ,  ,20225400178,26,4,2022,21,50,56.25,6.782,14,48,1243,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10434,7.73,11757,9,4240.54046,f ,0,34,41,8.82,  ,  ,  ,6.43,33.6,  ,34.3,41F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057780,2022NL5400179 ,  ,20225400179,26,4,2022,23,9,56.17767,6.37033,12,12,1098,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8899,7.73,9932,9,3616.6925,f ,0,38,45,8.68,  ,  ,  ,6.62,33.94,  ,34.45,41F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057781,2022NL5400180 ,  ,20225400180,27,4,2022,1,28,55.75417,6.735,14,12,1187,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10766,7.73,11936,9,4375.470442,f ,0,30,38,8.71,  ,  ,  ,6.45,32.63,  ,33.76,40F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057782,2022NL5400181 ,  ,20225400181,27,4,2022,2,53,55.75183,6.27783,10,48,935,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7598,7.73,8497,9,3087.945794,f ,0,40,46,8.73,  ,  ,  ,6.64,33.23,  ,34.43,40F6 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057783,2022NL5400182 ,  ,20225400182,27,4,2022,4,17,55.7025,5.78917,10,30,756,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,6854,7.73,7646,9,2785.572581,f ,0,45,51,8.73,  ,  ,  ,6.73,33.35,  ,34.64,40F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057784,2022NL5400183 ,  ,20225400183,27,4,2022,5,45,55.573,5.33033,11,24,983,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8185,7.73,9153,9,3326.511756,f ,0,43,50,8.28,  ,  ,  ,6.85,34.67,  ,34.67,40F5 , ,n
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057785,2022NL5400184 ,  ,20225400184,27,4,2022,7,20,55.33367,4.94133,16,30,1557,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,11841,7.73,13146,9,4812.367221,f ,0,40,48,8.35,  ,  ,  ,6.95,34.59,  ,34.65,39F4 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057786,2022NL5400185 ,  ,20225400185,27,4,2022,8,24,55.25233,5.23883,13,48,1257,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9957,7.73,11203,9,4046.680214,f ,0,34,41,8.4,  ,  ,  ,7.09,34.59,  ,34.57,39F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057787,2022NL5400186 ,  ,20225400186,27,4,2022,9,51,55.25083,5.736,10,24,935,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7963,7.73,8950,9,3236.287491,f ,0,40,46,8.51,  ,  ,  ,6.83,34.66,  ,34.64,39F5 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057788,2022NL5400187 ,  ,20225400187,27,4,2022,11,19,55.249,6.25017,12,0,989,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8868,7.73,9897,9,3604.093617,f ,0,42,49,9.18,  ,  ,  ,6.84,33.36,  ,34.58,39F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057789,2022NL5400188 ,  ,20225400188,27,4,2022,12,36,55.24883,6.697,13,36,1088,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9832,7.73,10892,9,3995.878263,f ,0,35,42,9.3,  ,  ,  ,6.72,32.46,  ,34.25,39F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057790,2022NL5400189 ,  ,20225400189,27,4,2022,14,17,55.06717,7.063,13,18,1205,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,10224,7.73,11525,9,4155.193182,f ,0,29,35,8.04,  ,  ,  ,6.81,32.14,  ,33.66,39F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057791,2022NL5400190 ,  ,20225400190,27,4,2022,15,50,54.74733,7.11283,12,6,1175,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,8834,7.73,9808,9,3590.275486,f ,0,23,31,9.06,  ,  ,  ,7.37,31.65,  ,33.16,38F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057792,2022NL5400191 ,  ,20225400191,27,4,2022,18,3,54.32967,7.14767,14,18,693,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,9186,7.73,10136,9,3733.33378,f ,0,35,41,8.5,  ,  ,  ,7.24,32.54,  ,33.86,37F7 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057793,2022NL5400192 ,  ,20225400192,27,4,2022,19,9,54.34017,6.8445,11,42,794,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7491,7.73,8408,9,3044.459324,f ,0,32,39,8.3,  ,  ,  ,7.61,33.8,  ,34.19,37F6 , ,d
EH ,DRS ,NL,1340,DRS ,  ,64T2 ,MRN2 ,  ,1600,WovFab ,500,10057794,2022NL5400193 ,  ,20225400193,27,4,2022,20,51,54.65517,6.65233,11,18,960,  ,  ,2,3.141592654,1,0,EMD ,Valeport ,7929,7.73,8792,9,3222.46936,f ,0,33,40,9.24,  ,  ,  ,7.16,33.59,  ,34.28,38F6 , ,n
