RecordType,HaulID,Species,ELSampleFlag ,IndividualNumber,Length,DevScale,DevStage,Number,SubFactor,SpecIdentMethod ,OilGlobulesFlag ,OilGlobulesNumber ,OilGlobulesDiam,PreservationMethod,Notes,
EM,        2019NL051,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL051,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL052,Clupea harengus,LV,,26,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL052,Clupea harengus,LV,,27,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL052,Clupea harengus,LV,,28,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL052,Clupea harengus,LV,,19,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,20,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,21,MN1,l,2,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,22,MN1,l,3,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL052,Clupea harengus,LV,,0,MN1,l,1,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL053,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL053,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL053,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,F4B,,
EM,        2019NL053,Clupea harengus,LV,,0,MN1,l,3,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL055,Clupea harengus,LV,,21,MN1,l,2,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,22,MN1,l,2,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,23,MN1,l,7,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,24,MN1,l,10,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,25,MN1,l,13,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,26,MN1,l,5,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,27,MN1,l,2,14.74509804,visual,N,,,F4B,,
EM,        2019NL055,Clupea harengus,LV,,28,MN1,l,2,14.74509804,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,24,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,25,MN1,l,10,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,26,MN1,l,10,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,27,MN1,l,10,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,28,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,29,MN1,l,5,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,30,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL056,Clupea harengus,LV,,19,MN1,l,1,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,21,MN1,l,1,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,22,MN1,l,2,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,23,MN1,l,1,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,24,MN1,l,3,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,25,MN1,l,10,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,26,MN1,l,2,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,27,MN1,l,5,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,28,MN1,l,1,8.285714286,visual,N,,,F4B,,
EM,        2019NL056,Clupea harengus,LV,,29,MN1,l,1,8.285714286,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,23,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,24,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,25,MN1,l,5,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,26,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,27,MN1,l,7,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,28,MN1,l,7,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,29,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,30,MN1,l,10,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,31,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,32,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,34,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL057,Clupea harengus,LV,,22,MN1,l,1,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,24,MN1,l,1,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,25,MN1,l,2,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,26,MN1,l,1,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,28,MN1,l,2,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,29,MN1,l,4,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,30,MN1,l,2,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,31,MN1,l,1,3.6,visual,N,,,F4B,,
EM,        2019NL057,Clupea harengus,LV,,34,MN1,l,1,3.6,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,25,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,26,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,27,MN1,l,2,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,28,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,29,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,30,MN1,l,8,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,31,MN1,l,6,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,32,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,33,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,34,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,35,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL058,Clupea harengus,LV,,25,MN1,l,2,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,26,MN1,l,2,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,27,MN1,l,4,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,28,MN1,l,3,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,29,MN1,l,2,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,30,MN1,l,3,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,31,MN1,l,4,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,32,MN1,l,2,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,33,MN1,l,1,6.08,visual,N,,,F4B,,
EM,        2019NL058,Clupea harengus,LV,,0,MN1,l,4,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL059,Clupea harengus,LV,,19,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,24,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,26,MN1,l,6,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,27,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,28,MN1,l,6,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,29,MN1,l,6,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,30,MN1,l,10,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,31,MN1,l,7,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,32,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL059,Clupea harengus,LV,,25,MN1,l,2,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,26,MN1,l,2,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,27,MN1,l,2,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,28,MN1,l,7,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,29,MN1,l,3,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,31,MN1,l,1,15.64,visual,N,,,F4B,,
EM,        2019NL059,Clupea harengus,LV,,32,MN1,l,1,15.64,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,22,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,24,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,25,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,26,MN1,l,11,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,27,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,28,MN1,l,6,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,29,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,30,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,33,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL060,Clupea harengus,LV,,25,MN1,l,4,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,26,MN1,l,2,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,27,MN1,l,4,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,28,MN1,l,5,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,29,MN1,l,6,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,30,MN1,l,2,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,32,MN1,l,1,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,33,MN1,l,1,8.08,visual,N,,,F4B,,
EM,        2019NL060,Clupea harengus,LV,,0,MN1,l,8,1,visual,N,,,Fresh,Larvae damaged could not be measured,
EM,        2019NL061,Clupea harengus,LV,,22,MN1,l,1,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,23,MN1,l,3,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,24,MN1,l,7,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,25,MN1,l,8,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,26,MN1,l,6,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,27,MN1,l,4,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,28,MN1,l,6,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,29,MN1,l,3,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,30,MN1,l,6,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,31,MN1,l,2,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,32,MN1,l,1,5.38,visual,N,,,F4B,,
EM,        2019NL061,Clupea harengus,LV,,33,MN1,l,2,5.38,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,24,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,25,MN1,l,12,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,26,MN1,l,5,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,27,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,28,MN1,l,3,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,29,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,30,MN1,l,4,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,31,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,34,MN1,l,1,1,visual,N,,,Fresh,,
EM,        2019NL062,Clupea harengus,LV,,22,MN1,l,1,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,23,MN1,l,4,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,24,MN1,l,6,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,25,MN1,l,7,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,26,MN1,l,2,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,27,MN1,l,1,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,28,MN1,l,2,2.961538462,visual,N,,,F4B,,
EM,        2019NL062,Clupea harengus,LV,,30,MN1,l,2,2.961538462,visual,N,,,F4B,,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,1,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,4,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,3,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,13,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,3,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,9,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,6,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,3,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,33,MN1 ,d ,1,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400121 ,Clupea harengus ,LV ,  ,34,MN1 ,d ,2,3.846153846,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,2,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,3,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,6,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,19,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,6,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,4,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,4,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400122 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,2,5.48,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,4,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,3,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400123 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,21,MN1 ,d ,2,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,4,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,11,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,10,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,4,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,10,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,7,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400124 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,1,3.38,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,14,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,21,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400125 ,Clupea harengus ,LV ,  ,9,MN1 ,c ,1,1,VISO ,N ,  ,  ,F4B ,Larvae damaged could not be measured,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,21,MN1 ,d ,1,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,3,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,6,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,12,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,9,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,8,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,6,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,3,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400126 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,18.42,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,7,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,8,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,12,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,4,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,6,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,3,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400127 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,2,29.3,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,19,MN1 ,d ,1,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,21,MN1 ,d ,1,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,22,MN1 ,d ,3,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,11,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,19,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,9,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,4,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400128 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,17.1,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,2,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,3,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,5,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,10,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,12,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,6,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,7,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,1,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,3,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400129 ,Clupea harengus ,LV ,  ,36,MN1 ,d ,1,3.2,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,23,MN1 ,d ,5,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,24,MN1 ,d ,6,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,25,MN1 ,d ,8,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,8,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,10,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,4,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,3,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,3,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400130 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,3,14.74,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,26,MN1 ,d ,1,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,27,MN1 ,d ,2,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,28,MN1 ,d ,1,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,29,MN1 ,d ,5,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,30,MN1 ,d ,5,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,31,MN1 ,d ,5,3.34,VISO ,N ,  ,  ,F4B , ,
EM ,2021NL5400131 ,Clupea harengus ,LV ,  ,32,MN1 ,d ,13,3.34,VISO ,N ,  ,  ,F4B , ,
